init_training,file_name,anomaly_threshold,window_size,drift_threshold,AUC,time
False,normality1_Dodgers.out,0.5,100,0.6,0.5,1.1378977298736572
False,normality1_MGAB.out,0.5,100,0.6,0.4585326402805611,2.621328830718994
False,normality1_NAB.out,0.5,100,0.6,0.49481857614982094,0.14766907691955566
False,normality2_Dodgers_MGAB.out,0.5,100,0.6,0.5,3.361304759979248
False,normality2_Dodgers_NAB.out,0.5,100,0.6,0.5,1.2211377620697021
False,normality2_MGAB_Dodgers.out,0.5,100,0.6,0.23188602450180915,3.9649229049682617
False,normality2_MGAB_NAB.out,0.5,100,0.6,0.6490519847370066,2.826667308807373
False,normality2_NAB_Dodgers.out,0.5,100,0.6,0.4838830586278513,7.099453926086426
False,normality2_NAB_MGAB.out,0.5,100,0.6,0.6622452005040397,3.0826427936553955
False,normality3_Dodgers_MGAB_NAB.out,0.5,100,0.6,0.5,3.457003355026245
False,normality3_Dodgers_NAB_MGAB.out,0.5,100,0.6,0.5,3.4527828693389893
False,normality3_MGAB_Dodgers_NAB.out,0.5,100,0.6,0.2344777136372843,3.897914171218872
False,normality3_MGAB_NAB_Dodgers.out,0.5,100,0.6,0.4609698824689057,17.322205781936646
False,normality3_NAB_Dodgers_MGAB.out,0.5,100,0.6,0.5651117536755045,9.556028842926025
False,normality3_NAB_MGAB_Dodgers.out,0.5,100,0.6,0.30804571088394045,10.033378839492798
False,normality1_Dodgers.out,0.6,25,0.4,0.5,4.26767897605896
False,normality1_MGAB.out,0.6,25,0.4,0.5692697144288578,9.234373092651367
False,normality1_NAB.out,0.6,25,0.4,0.4671633158909392,0.4501001834869385
False,normality2_Dodgers_MGAB.out,0.6,25,0.4,0.5,12.628941535949707
False,normality2_Dodgers_NAB.out,0.6,25,0.4,0.5,4.5410685539245605
False,normality2_MGAB_Dodgers.out,0.6,25,0.4,0.27506791980559003,14.583141326904297
False,normality2_MGAB_NAB.out,0.6,25,0.4,0.7847426142388001,9.4452965259552
False,normality2_NAB_Dodgers.out,0.6,25,0.4,0.6300154772825596,4.79368782043457
False,normality2_NAB_MGAB.out,0.6,25,0.4,0.7158692026568436,9.020002603530884
False,normality3_Dodgers_MGAB_NAB.out,0.6,25,0.4,0.5,13.124974727630615
False,normality3_Dodgers_NAB_MGAB.out,0.6,25,0.4,0.5,13.102001190185547
False,normality3_MGAB_Dodgers_NAB.out,0.6,25,0.4,0.5748164077201038,14.321497678756714
False,normality3_MGAB_NAB_Dodgers.out,0.6,25,0.4,0.6246505177918299,13.580025672912598
False,normality3_NAB_Dodgers_MGAB.out,0.6,25,0.4,0.607631694572206,13.379126787185669
False,normality3_NAB_MGAB_Dodgers.out,0.6,25,0.4,0.2141283830034365,13.700274467468262
False,normality1_Dodgers.out,0.6,25,0.5,0.5,4.232087850570679
False,normality1_MGAB.out,0.6,25,0.5,0.46853496993987975,8.956760883331299
False,normality1_NAB.out,0.6,25,0.5,0.49481857614982094,0.3937973976135254
False,normality2_Dodgers_MGAB.out,0.6,25,0.5,0.5,12.571511268615723
False,normality2_Dodgers_NAB.out,0.6,25,0.5,0.5,4.573212385177612
False,normality2_MGAB_Dodgers.out,0.6,25,0.5,0.3527178041883765,13.291383028030396
False,normality2_MGAB_NAB.out,0.6,25,0.5,0.6630210156207198,9.415680170059204
False,normality2_NAB_Dodgers.out,0.6,25,0.5,0.6239729110041686,4.750983238220215
False,normality2_NAB_MGAB.out,0.6,25,0.5,0.7327329088957857,9.382890224456787
False,normality3_Dodgers_MGAB_NAB.out,0.6,25,0.5,0.5,13.06083083152771
